LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER,Years as Customers,STORE_NBR
125004,OLDER SINGLES/COUPLES,Premium,1,125
125005,OLDER SINGLES/COUPLES,Premium,12,125
125006,MIDAGE SINGLES/COUPLES,Premium,9,125
125007,YOUNG FAMILIES,Mainstream,8,125
125008,YOUNG FAMILIES,Mainstream,6,125
125009,MIDAGE SINGLES/COUPLES,Mainstream,1,125
125010,OLDER SINGLES/COUPLES,Premium,1,125
125011,YOUNG SINGLES/COUPLES,Mainstream,2,125
125012,OLDER SINGLES/COUPLES,Premium,10,125
125013,YOUNG SINGLES/COUPLES,Mainstream,9,125
125014,OLDER FAMILIES,Mainstream,3,125
125015,MIDAGE SINGLES/COUPLES,Mainstream,6,125
125016,OLDER FAMILIES,Budget,5,125
125017,MIDAGE SINGLES/COUPLES,Mainstream,10,125
125018,OLDER SINGLES/COUPLES,Mainstream,1,125
125019,RETIREES,Premium,2,125
125020,YOUNG FAMILIES,Mainstream,2,125
125021,YOUNG SINGLES/COUPLES,Mainstream,7,125
125022,OLDER FAMILIES,Mainstream,15,125
125023,MIDAGE SINGLES/COUPLES,Budget,8,125
125024,OLDER FAMILIES,Budget,14,125
125025,OLDER FAMILIES,Budget,8,125
125026,OLDER SINGLES/COUPLES,Budget,14,125
125027,OLDER FAMILIES,Premium,5,125
125028,RETIREES,Mainstream,9,125
125029,YOUNG FAMILIES,Mainstream,6,125
125030,YOUNG FAMILIES,Budget,3,125
125031,YOUNG SINGLES/COUPLES,Mainstream,6,125
125032,MIDAGE SINGLES/COUPLES,Mainstream,15,125
125033,OLDER SINGLES/COUPLES,Mainstream,11,125
125034,OLDER SINGLES/COUPLES,Premium,6,125
125035,MIDAGE SINGLES/COUPLES,Mainstream,9,125
125036,RETIREES,Mainstream,9,125
125037,RETIREES,Mainstream,15,125
125038,NEW FAMILIES,Premium,8,125
125039,RETIREES,Premium,6,125
125040,RETIREES,Mainstream,11,125
125041,OLDER SINGLES/COUPLES,Budget,10,125
125042,OLDER SINGLES/COUPLES,Mainstream,15,125
125043,MIDAGE SINGLES/COUPLES,Mainstream,14,125
125044,OLDER FAMILIES,Mainstream,11,125
125045,YOUNG SINGLES/COUPLES,Premium,9,125
125046,YOUNG FAMILIES,Premium,4,125
125047,OLDER SINGLES/COUPLES,Premium,1,125
125048,OLDER SINGLES/COUPLES,Premium,10,125
125049,YOUNG FAMILIES,Premium,4,125
125050,OLDER FAMILIES,Budget,14,125
125051,MIDAGE SINGLES/COUPLES,Mainstream,7,125
125052,OLDER FAMILIES,Mainstream,5,125
125053,RETIREES,Mainstream,11,125
125054,RETIREES,Mainstream,11,125
125055,MIDAGE SINGLES/COUPLES,Premium,12,125
125056,YOUNG FAMILIES,Budget,10,125
125057,MIDAGE SINGLES/COUPLES,Mainstream,12,125
125058,YOUNG FAMILIES,Mainstream,5,125
125060,MIDAGE SINGLES/COUPLES,Premium,7,125
125061,NEW FAMILIES,Budget,1,125
125062,OLDER SINGLES/COUPLES,Budget,3,125
125063,RETIREES,Budget,1,125
125065,MIDAGE SINGLES/COUPLES,Mainstream,8,125
125066,YOUNG FAMILIES,Budget,3,125
125067,OLDER SINGLES/COUPLES,Mainstream,14,125
125068,YOUNG SINGLES/COUPLES,Mainstream,4,125
125069,RETIREES,Budget,1,125
125070,YOUNG SINGLES/COUPLES,Mainstream,4,125
125071,OLDER FAMILIES,Premium,12,125
125072,OLDER SINGLES/COUPLES,Budget,9,125
125073,OLDER SINGLES/COUPLES,Budget,2,125
125074,YOUNG SINGLES/COUPLES,Premium,8,125
125075,MIDAGE SINGLES/COUPLES,Premium,5,125
125076,OLDER SINGLES/COUPLES,Budget,10,125
125078,YOUNG FAMILIES,Budget,8,125
125079,YOUNG SINGLES/COUPLES,Premium,6,125
125080,RETIREES,Budget,10,125
125081,OLDER SINGLES/COUPLES,Budget,11,125
125082,OLDER SINGLES/COUPLES,Budget,2,125
125083,RETIREES,Premium,4,125
125084,OLDER FAMILIES,Premium,11,125
125085,YOUNG SINGLES/COUPLES,Mainstream,2,125
125086,YOUNG FAMILIES,Budget,3,125
125087,OLDER SINGLES/COUPLES,Premium,6,125
125088,MIDAGE SINGLES/COUPLES,Mainstream,3,125
125089,OLDER SINGLES/COUPLES,Budget,14,125
125090,OLDER SINGLES/COUPLES,Premium,8,125
125091,OLDER SINGLES/COUPLES,Mainstream,6,125
125092,OLDER SINGLES/COUPLES,Premium,6,125
125093,MIDAGE SINGLES/COUPLES,Mainstream,4,125
125094,OLDER SINGLES/COUPLES,Budget,4,125
125095,OLDER FAMILIES,Premium,10,125
125096,OLDER SINGLES/COUPLES,Mainstream,13,125
125097,RETIREES,Budget,10,125
125098,OLDER SINGLES/COUPLES,Mainstream,7,125
125099,MIDAGE SINGLES/COUPLES,Premium,7,125
125100,OLDER SINGLES/COUPLES,Budget,2,125
125101,OLDER SINGLES/COUPLES,Budget,4,125
125102,YOUNG SINGLES/COUPLES,Mainstream,1,125
125103,YOUNG SINGLES/COUPLES,Premium,9,125
125104,OLDER SINGLES/COUPLES,Budget,8,125
125105,YOUNG SINGLES/COUPLES,Mainstream,4,125
125106,RETIREES,Mainstream,4,125
125107,RETIREES,Budget,6,125
125108,OLDER FAMILIES,Mainstream,4,125
125109,MIDAGE SINGLES/COUPLES,Mainstream,13,125
125110,OLDER SINGLES/COUPLES,Budget,12,125
125111,YOUNG FAMILIES,Premium,3,125
125112,RETIREES,Budget,11,125
125113,RETIREES,Mainstream,4,125
125114,YOUNG SINGLES/COUPLES,Mainstream,7,125
125115,OLDER SINGLES/COUPLES,Mainstream,7,125
125116,NEW FAMILIES,Budget,1,125
125117,OLDER SINGLES/COUPLES,Mainstream,6,125
125118,MIDAGE SINGLES/COUPLES,Mainstream,7,125
125119,YOUNG FAMILIES,Mainstream,6,125
125121,RETIREES,Mainstream,1,125
125122,YOUNG SINGLES/COUPLES,Mainstream,5,125
125123,RETIREES,Mainstream,15,125
125124,RETIREES,Mainstream,7,125
125125,OLDER SINGLES/COUPLES,Budget,13,125
125126,MIDAGE SINGLES/COUPLES,Mainstream,3,125
125127,YOUNG SINGLES/COUPLES,Mainstream,4,125
125128,RETIREES,Budget,15,125
125129,YOUNG SINGLES/COUPLES,Budget,10,125
125130,OLDER SINGLES/COUPLES,Premium,9,125
125131,MIDAGE SINGLES/COUPLES,Mainstream,1,125
125132,YOUNG SINGLES/COUPLES,Mainstream,7,125
125133,OLDER SINGLES/COUPLES,Premium,8,125
125134,MIDAGE SINGLES/COUPLES,Mainstream,14,125
125135,OLDER SINGLES/COUPLES,Budget,10,125
125136,YOUNG FAMILIES,Premium,2,125
125137,YOUNG FAMILIES,Budget,5,125
125138,YOUNG SINGLES/COUPLES,Budget,8,125
125139,OLDER FAMILIES,Budget,6,125
125140,OLDER FAMILIES,Budget,5,125
125141,MIDAGE SINGLES/COUPLES,Premium,9,125
125142,OLDER SINGLES/COUPLES,Budget,8,125
125143,YOUNG SINGLES/COUPLES,Mainstream,5,125
125144,OLDER FAMILIES,Budget,10,125
125145,OLDER SINGLES/COUPLES,Mainstream,10,125
125146,OLDER SINGLES/COUPLES,Budget,6,125
125147,OLDER SINGLES/COUPLES,Mainstream,4,125
125148,YOUNG FAMILIES,Mainstream,6,125
125149,YOUNG FAMILIES,Mainstream,6,125
125150,YOUNG FAMILIES,Budget,1,125
125151,RETIREES,Budget,12,125
125152,OLDER SINGLES/COUPLES,Premium,10,125
125153,OLDER SINGLES/COUPLES,Premium,3,125
125154,OLDER SINGLES/COUPLES,Mainstream,6,125
125155,MIDAGE SINGLES/COUPLES,Premium,10,125
125156,YOUNG FAMILIES,Mainstream,9,125
125157,RETIREES,Premium,15,125
125158,YOUNG SINGLES/COUPLES,Mainstream,9,125
125159,YOUNG SINGLES/COUPLES,Mainstream,1,125
125160,RETIREES,Mainstream,3,125
125161,MIDAGE SINGLES/COUPLES,Mainstream,12,125
125162,OLDER SINGLES/COUPLES,Mainstream,11,125
125163,OLDER SINGLES/COUPLES,Premium,3,125
125164,OLDER FAMILIES,Premium,1,125
125165,NEW FAMILIES,Premium,7,125
125166,RETIREES,Mainstream,13,125
125167,RETIREES,Mainstream,1,125
125168,OLDER SINGLES/COUPLES,Budget,10,125
125169,RETIREES,Premium,3,125
125170,OLDER SINGLES/COUPLES,Premium,14,125
125171,YOUNG SINGLES/COUPLES,Mainstream,2,125
125172,YOUNG SINGLES/COUPLES,Mainstream,9,125
125173,OLDER FAMILIES,Budget,15,125
125174,OLDER SINGLES/COUPLES,Premium,3,125
125175,OLDER FAMILIES,Mainstream,9,125
125176,RETIREES,Budget,13,125
125177,YOUNG SINGLES/COUPLES,Mainstream,1,125
125178,RETIREES,Premium,7,125
125179,OLDER FAMILIES,Premium,1,125
125180,RETIREES,Mainstream,7,125
125181,OLDER SINGLES/COUPLES,Budget,4,125
125182,OLDER SINGLES/COUPLES,Premium,13,125
125183,YOUNG SINGLES/COUPLES,Mainstream,3,125
125184,MIDAGE SINGLES/COUPLES,Premium,9,125
125185,OLDER FAMILIES,Budget,12,125
125186,RETIREES,Mainstream,3,125
125187,MIDAGE SINGLES/COUPLES,Mainstream,11,125
125188,OLDER FAMILIES,Mainstream,11,125
125189,YOUNG FAMILIES,Premium,9,125
125190,YOUNG SINGLES/COUPLES,Budget,2,125
125191,MIDAGE SINGLES/COUPLES,Mainstream,7,125
125192,OLDER SINGLES/COUPLES,Budget,4,125
125193,OLDER SINGLES/COUPLES,Mainstream,10,125
125194,OLDER SINGLES/COUPLES,Mainstream,13,125
125195,OLDER SINGLES/COUPLES,Budget,8,125
125196,MIDAGE SINGLES/COUPLES,Premium,7,125
125197,OLDER FAMILIES,Budget,13,125
125199,OLDER FAMILIES,Budget,14,125
125200,RETIREES,Budget,11,125
125201,NEW FAMILIES,Mainstream,1,125
125203,OLDER SINGLES/COUPLES,Mainstream,13,125
125204,OLDER FAMILIES,Budget,4,125
125205,YOUNG SINGLES/COUPLES,Mainstream,3,125
125206,OLDER SINGLES/COUPLES,Premium,15,125
125207,RETIREES,Budget,8,125
125208,YOUNG SINGLES/COUPLES,Mainstream,4,125
125209,MIDAGE SINGLES/COUPLES,Mainstream,15,125
125210,OLDER SINGLES/COUPLES,Premium,9,125
125211,OLDER FAMILIES,Budget,6,125
125213,OLDER SINGLES/COUPLES,Budget,9,125
125214,OLDER SINGLES/COUPLES,Premium,7,125
125215,MIDAGE SINGLES/COUPLES,Premium,8,125
125216,OLDER SINGLES/COUPLES,Mainstream,5,125
125217,MIDAGE SINGLES/COUPLES,Budget,14,125
125218,MIDAGE SINGLES/COUPLES,Mainstream,8,125
125219,YOUNG SINGLES/COUPLES,Budget,8,125
125220,YOUNG FAMILIES,Budget,10,125
125221,MIDAGE SINGLES/COUPLES,Mainstream,9,125
125222,OLDER FAMILIES,Premium,9,125
125223,RETIREES,Premium,4,125
125224,RETIREES,Premium,13,125
125225,MIDAGE SINGLES/COUPLES,Mainstream,4,125
125226,RETIREES,Mainstream,10,125
125227,YOUNG SINGLES/COUPLES,Premium,9,125
125228,OLDER FAMILIES,Mainstream,7,125
125229,RETIREES,Premium,6,125
125230,OLDER FAMILIES,Budget,3,125
125231,RETIREES,Budget,9,125
125232,YOUNG FAMILIES,Budget,2,125
125233,MIDAGE SINGLES/COUPLES,Mainstream,3,125
125234,OLDER FAMILIES,Budget,6,125
125235,RETIREES,Mainstream,5,125
125236,MIDAGE SINGLES/COUPLES,Mainstream,6,125
125237,OLDER SINGLES/COUPLES,Budget,13,125
125238,OLDER SINGLES/COUPLES,Budget,11,125
125239,YOUNG SINGLES/COUPLES,Budget,7,125
125240,OLDER SINGLES/COUPLES,Budget,11,125
125241,OLDER SINGLES/COUPLES,Mainstream,2,125
125242,OLDER FAMILIES,Mainstream,3,125
125243,OLDER SINGLES/COUPLES,Premium,12,125
125244,YOUNG FAMILIES,Budget,4,125
125245,MIDAGE SINGLES/COUPLES,Mainstream,3,125
125246,RETIREES,Premium,1,125
125247,MIDAGE SINGLES/COUPLES,Mainstream,13,125
125248,NEW FAMILIES,Mainstream,15,125
125249,OLDER FAMILIES,Budget,2,125
125250,YOUNG SINGLES/COUPLES,Premium,9,125
125251,MIDAGE SINGLES/COUPLES,Budget,9,125
125252,OLDER FAMILIES,Mainstream,5,125
125253,YOUNG FAMILIES,Mainstream,3,125
125254,OLDER SINGLES/COUPLES,Budget,6,125
125255,RETIREES,Mainstream,2,125
125256,OLDER FAMILIES,Budget,9,125
125257,YOUNG SINGLES/COUPLES,Mainstream,5,125
125258,YOUNG FAMILIES,Budget,5,125
125259,RETIREES,Premium,1,125
125260,YOUNG SINGLES/COUPLES,Budget,2,125
125261,YOUNG SINGLES/COUPLES,Premium,9,125
125262,OLDER SINGLES/COUPLES,Mainstream,7,125
125263,YOUNG SINGLES/COUPLES,Mainstream,10,125
125264,YOUNG SINGLES/COUPLES,Mainstream,5,125
125265,RETIREES,Premium,15,125
125266,MIDAGE SINGLES/COUPLES,Mainstream,8,125
125267,YOUNG FAMILIES,Budget,6,125
125268,MIDAGE SINGLES/COUPLES,Mainstream,6,125
125269,RETIREES,Budget,8,125
125270,OLDER FAMILIES,Mainstream,4,125
125271,RETIREES,Budget,4,125
125272,OLDER SINGLES/COUPLES,Budget,2,125
125273,YOUNG FAMILIES,Budget,5,125
125274,RETIREES,Budget,14,125
125275,YOUNG SINGLES/COUPLES,Budget,5,125
125276,OLDER SINGLES/COUPLES,Premium,4,125
125277,RETIREES,Premium,12,125
125278,RETIREES,Mainstream,2,125
125279,RETIREES,Mainstream,14,125
125280,YOUNG FAMILIES,Budget,3,125
125281,OLDER FAMILIES,Premium,7,125
125282,RETIREES,Budget,15,125
125283,OLDER SINGLES/COUPLES,Premium,1,125
125284,NEW FAMILIES,Budget,5,125
125285,RETIREES,Mainstream,8,125
125286,OLDER SINGLES/COUPLES,Premium,6,125
125287,RETIREES,Premium,4,125
125288,OLDER SINGLES/COUPLES,Premium,9,125
125289,RETIREES,Budget,13,125
125290,RETIREES,Mainstream,6,125
125291,OLDER FAMILIES,Premium,9,125
125292,RETIREES,Premium,13,125
125293,OLDER FAMILIES,Mainstream,1,125
125294,MIDAGE SINGLES/COUPLES,Mainstream,14,125
125295,YOUNG SINGLES/COUPLES,Mainstream,3,125
125296,YOUNG FAMILIES,Mainstream,4,125
125297,OLDER FAMILIES,Mainstream,11,125
125298,OLDER FAMILIES,Budget,1,125
125299,YOUNG FAMILIES,Premium,8,125
125300,YOUNG SINGLES/COUPLES,Mainstream,2,125
125301,YOUNG FAMILIES,Budget,4,125
125302,YOUNG FAMILIES,Premium,8,125
125303,YOUNG SINGLES/COUPLES,Mainstream,6,125
125304,OLDER SINGLES/COUPLES,Mainstream,12,125
125305,OLDER FAMILIES,Budget,7,125
125306,OLDER SINGLES/COUPLES,Mainstream,3,125
125307,RETIREES,Budget,15,125
125308,OLDER SINGLES/COUPLES,Budget,8,125
125309,OLDER FAMILIES,Mainstream,12,125
125310,OLDER SINGLES/COUPLES,Mainstream,6,125
125311,OLDER SINGLES/COUPLES,Premium,13,125
125312,OLDER SINGLES/COUPLES,Premium,13,125
125313,RETIREES,Budget,6,125
125314,OLDER SINGLES/COUPLES,Premium,12,125
125315,YOUNG SINGLES/COUPLES,Budget,1,125
125316,OLDER SINGLES/COUPLES,Mainstream,1,125
125317,OLDER SINGLES/COUPLES,Budget,12,125
125318,RETIREES,Mainstream,7,125
125319,YOUNG SINGLES/COUPLES,Mainstream,5,125
125320,RETIREES,Mainstream,15,125
125321,OLDER SINGLES/COUPLES,Budget,15,125
125322,YOUNG SINGLES/COUPLES,Mainstream,7,125
125323,OLDER SINGLES/COUPLES,Mainstream,1,125
125324,RETIREES,Budget,3,125
125325,YOUNG FAMILIES,Mainstream,9,125
125326,YOUNG FAMILIES,Premium,5,125
125327,OLDER SINGLES/COUPLES,Budget,14,125
125328,YOUNG FAMILIES,Budget,1,125
125329,RETIREES,Mainstream,11,125
125330,YOUNG SINGLES/COUPLES,Mainstream,9,125
125331,OLDER FAMILIES,Budget,15,125
125332,OLDER SINGLES/COUPLES,Premium,7,125
125333,OLDER SINGLES/COUPLES,Premium,9,125
125334,OLDER FAMILIES,Budget,10,125
125335,RETIREES,Budget,2,125
125336,NEW FAMILIES,Premium,15,125
125337,MIDAGE SINGLES/COUPLES,Premium,1,125
125338,OLDER SINGLES/COUPLES,Budget,13,125
125339,YOUNG SINGLES/COUPLES,Mainstream,8,125
125340,YOUNG SINGLES/COUPLES,Mainstream,4,125
125341,MIDAGE SINGLES/COUPLES,Mainstream,15,125
125342,RETIREES,Mainstream,12,125
125344,RETIREES,Mainstream,2,125
125345,YOUNG SINGLES/COUPLES,Budget,8,125
125346,OLDER SINGLES/COUPLES,Premium,5,125
125347,OLDER SINGLES/COUPLES,Budget,9,125
125348,YOUNG SINGLES/COUPLES,Mainstream,5,125
125349,OLDER SINGLES/COUPLES,Budget,1,125
125350,OLDER FAMILIES,Budget,10,125
125351,YOUNG SINGLES/COUPLES,Mainstream,4,125
125352,YOUNG SINGLES/COUPLES,Budget,3,125
125353,NEW FAMILIES,Budget,15,125
125354,OLDER FAMILIES,Mainstream,6,125
125355,OLDER SINGLES/COUPLES,Mainstream,5,125
125356,OLDER FAMILIES,Mainstream,4,125
125357,YOUNG SINGLES/COUPLES,Mainstream,6,125
125358,RETIREES,Budget,15,125
125359,YOUNG SINGLES/COUPLES,Mainstream,3,125
125360,OLDER SINGLES/COUPLES,Mainstream,11,125
125361,OLDER SINGLES/COUPLES,Premium,1,125
125362,MIDAGE SINGLES/COUPLES,Mainstream,2,125
125363,YOUNG SINGLES/COUPLES,Premium,2,125
125364,OLDER SINGLES/COUPLES,Budget,1,125
125365,RETIREES,Budget,5,125
125366,OLDER FAMILIES,Premium,10,125
125367,MIDAGE SINGLES/COUPLES,Mainstream,1,125
125368,OLDER SINGLES/COUPLES,Premium,12,125
125369,RETIREES,Premium,14,125
125370,YOUNG SINGLES/COUPLES,Mainstream,4,125
125371,YOUNG SINGLES/COUPLES,Premium,4,125
125373,YOUNG FAMILIES,Mainstream,2,125
125374,OLDER SINGLES/COUPLES,Budget,14,125
125375,OLDER SINGLES/COUPLES,Premium,1,125
125376,OLDER SINGLES/COUPLES,Mainstream,14,125
125377,YOUNG FAMILIES,Budget,6,125
125378,YOUNG FAMILIES,Budget,7,125
125379,OLDER FAMILIES,Mainstream,13,125
125380,OLDER FAMILIES,Mainstream,11,125
125381,RETIREES,Mainstream,13,125
125382,RETIREES,Budget,14,125
125383,OLDER SINGLES/COUPLES,Premium,11,125
125384,YOUNG SINGLES/COUPLES,Mainstream,3,125
125385,RETIREES,Budget,10,125
125386,YOUNG SINGLES/COUPLES,Mainstream,7,125
126000,OLDER FAMILIES,Premium,8,126
126001,MIDAGE SINGLES/COUPLES,Premium,9,126
126002,YOUNG SINGLES/COUPLES,Mainstream,9,126
126003,RETIREES,Mainstream,3,126
126004,YOUNG SINGLES/COUPLES,Mainstream,5,126
126008,MIDAGE SINGLES/COUPLES,Premium,15,126
126011,YOUNG SINGLES/COUPLES,Mainstream,3,126
126012,OLDER SINGLES/COUPLES,Mainstream,9,126
126014,OLDER SINGLES/COUPLES,Mainstream,1,126
126015,MIDAGE SINGLES/COUPLES,Mainstream,12,126
126016,OLDER SINGLES/COUPLES,Mainstream,9,126
126017,OLDER FAMILIES,Budget,13,126
126018,YOUNG FAMILIES,Mainstream,10,126
126019,YOUNG SINGLES/COUPLES,Mainstream,7,126
126020,YOUNG FAMILIES,Premium,9,126
126021,YOUNG SINGLES/COUPLES,Mainstream,1,126
126022,YOUNG SINGLES/COUPLES,Mainstream,9,126
126025,RETIREES,Mainstream,9,126
126026,RETIREES,Mainstream,10,126
126027,MIDAGE SINGLES/COUPLES,Mainstream,7,126
126030,OLDER SINGLES/COUPLES,Budget,2,126
126031,OLDER FAMILIES,Budget,2,126
126033,YOUNG SINGLES/COUPLES,Premium,1,126
126036,OLDER SINGLES/COUPLES,Budget,9,126
126037,YOUNG SINGLES/COUPLES,Mainstream,6,126
126038,MIDAGE SINGLES/COUPLES,Budget,15,126
126040,OLDER FAMILIES,Mainstream,10,126
126041,OLDER SINGLES/COUPLES,Mainstream,9,126
126042,OLDER FAMILIES,Budget,6,126
126043,RETIREES,Mainstream,2,126
126045,YOUNG SINGLES/COUPLES,Mainstream,7,126
126047,YOUNG FAMILIES,Mainstream,7,126
126048,OLDER SINGLES/COUPLES,Mainstream,3,126
126049,YOUNG SINGLES/COUPLES,Budget,9,126
126050,MIDAGE SINGLES/COUPLES,Budget,15,126
126052,YOUNG SINGLES/COUPLES,Mainstream,4,126
126054,YOUNG SINGLES/COUPLES,Mainstream,9,126
126055,MIDAGE SINGLES/COUPLES,Premium,8,126
126056,YOUNG SINGLES/COUPLES,Mainstream,4,126
126057,OLDER SINGLES/COUPLES,Budget,14,126
126059,NEW FAMILIES,Mainstream,13,126
126061,YOUNG FAMILIES,Budget,9,126
126062,YOUNG FAMILIES,Budget,10,126
126063,YOUNG SINGLES/COUPLES,Mainstream,9,126
126065,YOUNG SINGLES/COUPLES,Premium,2,126
126066,RETIREES,Budget,4,126
126068,YOUNG SINGLES/COUPLES,Mainstream,2,126
126069,YOUNG SINGLES/COUPLES,Budget,8,126
126070,OLDER SINGLES/COUPLES,Budget,2,126
126071,OLDER FAMILIES,Premium,14,126
126072,YOUNG SINGLES/COUPLES,Premium,1,126
126073,YOUNG SINGLES/COUPLES,Budget,7,126
126074,YOUNG SINGLES/COUPLES,Mainstream,9,126
126075,OLDER FAMILIES,Budget,7,126
126076,YOUNG SINGLES/COUPLES,Premium,10,126
126077,RETIREES,Mainstream,15,126
126078,YOUNG FAMILIES,Budget,1,126
126079,OLDER FAMILIES,Premium,10,126
126080,OLDER FAMILIES,Budget,10,126
126082,OLDER FAMILIES,Premium,12,126
126083,YOUNG SINGLES/COUPLES,Mainstream,3,126
126084,NEW FAMILIES,Budget,15,126
126086,OLDER SINGLES/COUPLES,Budget,7,126
126087,RETIREES,Budget,7,126
126088,YOUNG SINGLES/COUPLES,Mainstream,4,126
126089,OLDER FAMILIES,Mainstream,4,126
126095,MIDAGE SINGLES/COUPLES,Mainstream,1,126
126096,RETIREES,Budget,6,126
126097,MIDAGE SINGLES/COUPLES,Budget,7,126
126098,MIDAGE SINGLES/COUPLES,Mainstream,13,126
126099,RETIREES,Budget,6,126
126100,OLDER SINGLES/COUPLES,Premium,8,126
126101,YOUNG SINGLES/COUPLES,Mainstream,2,126
126102,YOUNG SINGLES/COUPLES,Budget,10,126
126104,RETIREES,Budget,8,126
126107,YOUNG SINGLES/COUPLES,Premium,10,126
126108,YOUNG SINGLES/COUPLES,Mainstream,3,126
126109,YOUNG SINGLES/COUPLES,Budget,2,126
126110,OLDER SINGLES/COUPLES,Premium,1,126
126111,MIDAGE SINGLES/COUPLES,Mainstream,1,126
126113,NEW FAMILIES,Budget,11,126
126116,OLDER SINGLES/COUPLES,Mainstream,11,126
126117,YOUNG SINGLES/COUPLES,Budget,8,126
126118,OLDER SINGLES/COUPLES,Mainstream,2,126
126119,RETIREES,Mainstream,9,126
126121,OLDER SINGLES/COUPLES,Premium,5,126
126123,RETIREES,Mainstream,9,126
126124,YOUNG SINGLES/COUPLES,Budget,2,126
126125,YOUNG SINGLES/COUPLES,Premium,5,126
126126,OLDER FAMILIES,Budget,9,126
126127,OLDER SINGLES/COUPLES,Premium,10,126
126130,YOUNG SINGLES/COUPLES,Mainstream,10,126
126131,YOUNG SINGLES/COUPLES,Mainstream,8,126
126132,YOUNG FAMILIES,Budget,7,126
126133,OLDER SINGLES/COUPLES,Budget,12,126
126135,YOUNG SINGLES/COUPLES,Mainstream,7,126
126136,YOUNG SINGLES/COUPLES,Mainstream,10,126
126137,YOUNG SINGLES/COUPLES,Mainstream,10,126
126140,YOUNG SINGLES/COUPLES,Mainstream,3,126
126144,NEW FAMILIES,Budget,5,126
126145,YOUNG FAMILIES,Budget,8,126
126146,RETIREES,Premium,15,126
126147,RETIREES,Mainstream,10,126
126148,OLDER SINGLES/COUPLES,Budget,13,126
126149,MIDAGE SINGLES/COUPLES,Premium,14,126
126150,YOUNG SINGLES/COUPLES,Mainstream,9,126
126151,OLDER SINGLES/COUPLES,Budget,13,126
126153,RETIREES,Mainstream,2,126
126154,OLDER SINGLES/COUPLES,Budget,15,126
126155,OLDER SINGLES/COUPLES,Budget,7,126
126156,RETIREES,Mainstream,9,126
126158,YOUNG FAMILIES,Budget,5,126
126159,RETIREES,Budget,5,126
126160,RETIREES,Premium,10,126
126161,OLDER SINGLES/COUPLES,Premium,9,126
126165,MIDAGE SINGLES/COUPLES,Budget,6,126
126166,YOUNG SINGLES/COUPLES,Budget,2,126
126168,OLDER SINGLES/COUPLES,Budget,8,126
126170,RETIREES,Premium,9,126
126171,OLDER SINGLES/COUPLES,Mainstream,13,126
126173,RETIREES,Mainstream,8,126
126175,OLDER SINGLES/COUPLES,Budget,13,126
126176,OLDER FAMILIES,Budget,12,126
126177,OLDER FAMILIES,Mainstream,13,126
126178,YOUNG FAMILIES,Mainstream,1,126
126179,OLDER FAMILIES,Premium,9,126
126180,OLDER FAMILIES,Budget,6,126
126181,OLDER SINGLES/COUPLES,Premium,14,126
126183,OLDER SINGLES/COUPLES,Premium,3,126
126184,YOUNG FAMILIES,Premium,1,126
126185,OLDER SINGLES/COUPLES,Mainstream,8,126
126188,OLDER FAMILIES,Budget,14,126
126189,OLDER FAMILIES,Budget,14,126
126191,MIDAGE SINGLES/COUPLES,Premium,15,126
126192,RETIREES,Budget,15,126
126194,OLDER FAMILIES,Budget,2,126
126195,OLDER SINGLES/COUPLES,Mainstream,5,126
126196,OLDER SINGLES/COUPLES,Budget,6,126
126197,YOUNG SINGLES/COUPLES,Budget,1,126
126198,RETIREES,Mainstream,7,126
126199,OLDER FAMILIES,Budget,13,126
126200,RETIREES,Budget,9,126
126201,NEW FAMILIES,Mainstream,15,126
126202,YOUNG SINGLES/COUPLES,Mainstream,4,126
126203,OLDER FAMILIES,Mainstream,6,126
126204,OLDER SINGLES/COUPLES,Budget,5,126
126206,YOUNG SINGLES/COUPLES,Mainstream,1,126
126207,RETIREES,Budget,8,126
126208,OLDER SINGLES/COUPLES,Mainstream,9,126
126209,YOUNG SINGLES/COUPLES,Mainstream,4,126
126212,OLDER SINGLES/COUPLES,Premium,13,126
126213,RETIREES,Budget,1,126
126214,RETIREES,Budget,8,126
126215,OLDER SINGLES/COUPLES,Mainstream,14,126
126216,RETIREES,Premium,8,126
126217,YOUNG FAMILIES,Budget,6,126
126218,RETIREES,Premium,6,126
126220,RETIREES,Mainstream,5,126
126221,OLDER SINGLES/COUPLES,Mainstream,4,126
126222,YOUNG FAMILIES,Premium,7,126
126223,YOUNG SINGLES/COUPLES,Mainstream,7,126
126224,YOUNG FAMILIES,Budget,2,126
126226,RETIREES,Mainstream,4,126
126227,YOUNG FAMILIES,Premium,7,126
126228,OLDER FAMILIES,Budget,6,126
126229,NEW FAMILIES,Premium,12,126
126230,OLDER SINGLES/COUPLES,Mainstream,6,126
126231,YOUNG SINGLES/COUPLES,Mainstream,8,126
